,vertex,random
31311,23,9
31312,12,40
31313,9,1
31314,1,1
31315,1,18
31316,53,1
31317,46,1
31318,59,1
31319,9,1
31320,1,1
31321,18,1
31322,35,1
31323,18,1
31324,1,1
31325,35,1
31326,1,1
31327,24,20
31328,38,64
31329,21,1
31330,8,1
31331,43,1
31332,1,1
31333,6,12
31334,56,1
31335,1,1
31336,63,1
31337,1,12
31338,1,1
31339,17,1
31340,52,1
31341,4,1
31342,31,1
31343,1,1
31344,1,1
31345,56,1
31346,20,1
31347,43,26
31348,16,43
31349,34,1
31350,32,45
31351,46,1
31352,6,1
31353,21,8
31354,34,1
31355,1,20
31356,35,55
31357,15,17
31358,4,1
31359,23,61
31360,6,1
31361,1,46
31362,6,1
31363,44,1
31364,1,1
31365,1,61
31366,9,50
31367,6,44
31368,64,1
31369,1,1
31370,4,1
31371,1,1
31372,1,49
31373,36,1
31374,1,1
31375,1,1
31376,1,31
31377,1,1
31378,1,1
31379,55,1
31380,1,70
31381,1,1
31382,1,1
31383,66,1
31384,9,51
31385,49,1
31386,68,20
31387,63,58
31388,15,1
31389,4,1
31390,62,51
31391,9,34
31392,56,1
31393,1,1
31394,13,1
31395,1,30
31396,12,1
31397,1,1
31398,1,55
31399,21,33
31400,1,1
31401,1,52
31402,6,6
31403,38,42
31404,48,41
31405,22,1
31406,8,4
31407,36,26
31408,1,1
31409,6,1
31410,38,1
31411,8,1
31412,4,1
31413,29,1
31414,1,58
31415,62,12
31416,1,1
31417,30,25
31418,37,1
31419,34,1
31420,1,1
31421,49,50
31422,1,1
31423,37,1
31424,1,1
31425,1,15
31426,1,27
31427,1,1
31428,1,12
31429,44,1
31430,49,53
31431,8,36
31432,30,1
31433,19,1
31434,1,22
31435,63,1
31436,1,46
31437,28,1
31438,11,19
31439,38,57
31440,42,59
31441,47,34
31442,1,18
31443,12,1
31444,1,1
31445,19,44
31446,40,1
31447,1,1
31448,24,23
31449,52,1
31450,22,1
31451,1,1
31452,1,11
31453,1,18
31454,1,64
31455,51,12
31456,1,1
31457,25,1
31458,12,1
31459,6,1
31460,19,1
31461,45,55
31462,6,1
31463,1,26
31464,1,12
31465,6,1
31466,32,8
31467,32,37
31468,21,54
31469,9,56
31470,1,1
31471,31,1
31472,1,1
31473,33,1
31474,29,1
31475,1,1
31476,24,1
31477,4,1
31478,8,1
31479,64,40
31480,31,1
31481,1,1
31482,9,1
31483,29,30
31484,1,28
31485,44,1
31486,10,43
31487,40,1
31488,8,33
31489,1,26
31490,10,12
31491,1,1
31492,1,1
31493,1,1
31494,1,1
31495,1,56
31496,33,1
31497,4,29
31498,61,23
31499,10,1
31500,59,54
31501,59,36
31502,53,1
31503,1,49
31504,65,54
31505,15,65
31506,28,1
31507,4,14
31508,1,1
31509,12,24
31510,11,1
31511,8,1
31512,51,1
31513,45,1
31514,1,44
31515,53,1
31516,53,1
31517,18,30
31518,4,45
31519,8,1
31520,23,31
31521,13,20
31522,1,56
31523,52,12
31524,1,1
31525,44,1
31526,1,22
31527,11,57
31528,15,1
31529,1,1
31530,1,44
31531,23,1
31532,1,25
31533,1,1
31534,30,1
31535,1,23
31536,1,47
31537,1,1
31538,1,1
31539,1,54
31540,42,37
31541,46,15
31542,52,1
31543,48,1
31544,1,70
31545,1,1
31546,1,15
31547,9,42
31548,58,1
31549,9,1
31550,1,44
31551,1,1
31552,1,1
31553,6,1
31554,1,21
31555,13,47
31556,1,12
31557,49,1
31558,4,19
31559,1,1
31560,51,12
31561,30,36
31562,1,56
31563,1,1
31564,6,1
31565,4,18
31566,1,41
31567,62,1
31568,48,12
31569,1,1
31570,1,17
31571,51,1
31572,16,1
31573,4,53
31574,46,38
31575,1,32
31576,39,1
31577,1,1
31578,1,39
31579,49,1
31580,1,57
31581,1,16
31582,4,1
31583,16,1
31584,1,1
31585,8,1
31586,33,6
31587,30,1
31588,40,1
31589,1,1
31590,1,8
31591,1,15
31592,1,22
31593,42,1
31594,60,28
31595,1,29
31596,1,1
31597,28,1
31598,1,1
31599,35,1
31600,12,29
31601,22,23
31602,40,1
31603,32,1
31604,15,1
31605,1,1
31606,14,63
31607,8,1
31608,50,56
31609,14,34
31610,14,1
31611,34,1
31612,1,1
31613,6,50
31614,1,12
31615,1,1
31616,24,1
31617,6,1
31618,47,1
31619,1,40
31620,1,36
31621,34,1
31622,1,8
31623,1,1
31624,34,1
31625,6,51
31626,1,38
31627,1,1
31628,6,1
31629,6,1
31630,22,1
31631,46,1
31632,1,21
31633,1,1
31634,1,14
31635,9,22
31636,6,57
31637,4,1
31638,16,1
31639,1,63
31640,15,1
31641,38,41
31642,48,45
31643,1,53
31644,6,1
31645,1,43
31646,6,1
31647,50,1
31648,1,1
31649,1,1
31650,1,15
31651,39,1
31652,1,1
31653,19,1
31654,1,48
31655,61,49
31656,40,57
31657,1,1
31658,38,1
31659,22,1
31660,1,1
31661,1,1
31662,1,1
31663,1,38
31664,22,1
31665,1,1
31666,43,1
31667,9,1
31668,1,1
31669,1,1
31670,4,1
31671,4,1
31672,14,1
31673,37,1
31674,1,1
31675,1,1
31676,1,15
31677,25,1
31678,17,1
31679,1,1
31680,41,26
31681,34,42
31682,12,1
31683,1,1
31684,19,1
31685,1,1
31686,24,1
31687,42,13
31688,58,1
31689,4,1
31690,25,1
31691,8,1
31692,1,1
31693,56,1
31694,12,1
31695,1,26
31696,32,1
31697,33,63
31698,31,1
31699,1,1
31700,1,1
31701,8,1
31702,56,1
31703,1,1
31704,12,1
31705,1,40
31706,14,1
31707,38,54
31708,56,49
31709,1,30
31710,43,1
31711,6,9
31712,30,14
31713,1,1
31714,12,1
31715,49,1
31716,9,1
31717,6,49
31718,1,1
31719,1,1
31720,28,45
31721,16,1
31722,1,1
31723,19,48
31724,27,1
31725,1,1
31726,35,6
31727,30,1
31728,8,26
31729,47,26
31730,1,1
31731,1,1
31732,41,55
31733,1,1
31734,41,1
31735,28,1
31736,1,38
31737,1,57
31738,49,1
31739,20,1
31740,58,1
31741,1,6
31742,9,51
31743,1,1
31744,1,1
31745,1,1
31746,1,35
31747,22,40
31748,54,1
31749,1,11
31750,1,1
31751,1,1
31752,43,26
31753,1,1
31754,1,50
31755,1,6
31756,1,1
31757,40,1
31758,4,53
31759,4,1
31760,4,28
31761,4,1
31762,12,62
31763,1,1
31764,4,19
31765,35,44
31766,25,1
31767,28,1
31768,1,1
31769,53,1
31770,1,1
31771,63,12
31772,55,1
31773,1,1
31774,1,1
31775,20,1
31776,64,1
31777,1,45
31778,1,1
31779,1,52
31780,1,1
31781,17,1
31782,14,55
31783,1,1
31784,17,36
31785,1,12
31786,39,1
31787,1,1
31788,45,1
31789,1,54
31790,10,1
31791,58,1
31792,1,1
31793,6,62
31794,1,1
31795,1,1
31796,30,1
31797,1,29
31798,17,55
31799,62,1
31800,18,35
31801,12,1
31802,1,1
31803,6,1
31804,12,26
31805,56,14
31806,15,1
31807,11,9
31808,1,1
31809,46,1
31810,12,49
31811,1,59
31812,31,1
31813,9,12
31814,45,1
31815,33,1
31816,1,1
31817,4,1
31818,41,1
31819,65,1
31820,36,1
31821,48,1
31822,36,1
31823,53,1
31824,15,63
31825,18,1
31826,8,1
31827,9,53
31828,14,1
31829,8,50
31830,8,1
31831,4,1
31832,56,28
31833,1,46
31834,1,1
31835,38,1
31836,1,36
31837,1,1
31838,19,1
31839,1,16
31840,44,1
31841,18,1
31842,4,1
31843,1,1
31844,1,31
31845,1,1
31846,35,1
31847,1,1
31848,1,1
31849,33,17
31850,15,1
31851,20,42
31852,8,20
31853,58,1
31854,58,1
31855,1,1
31856,41,61
31857,4,1
31858,31,1
31859,1,52
31860,52,1
31861,46,14
31862,41,16
31863,1,41
31864,48,57
31865,1,1
31866,14,62
31867,1,39
31868,18,1
31869,1,28
31870,1,1
31871,1,1
31872,28,31
31873,1,43
31874,1,48
31875,30,1
31876,1,19
31877,38,1
31878,14,26
31879,4,50
31880,1,1
31881,4,1
31882,15,1
31883,1,1
31884,4,26
31885,1,49
31886,13,18
31887,12,14
31888,6,50
31889,1,1
31890,17,1
31891,25,1
31892,1,44
31893,18,1
31894,10,1
31895,33,1
31896,36,1
31897,1,1
31898,8,39
31899,8,1
31900,32,1
31901,1,39
31902,1,1
31903,1,1
31904,1,1
31905,36,1
31906,8,24
31907,1,1
31908,8,52
31909,12,1
31910,53,1
31911,1,59
31912,1,1
31913,1,12
31914,1,51
31915,8,1
31916,12,1
31917,21,25
31918,1,44
31919,30,1
31920,23,37
31921,4,40
31922,57,30
31923,1,1
31924,6,1
31925,19,1
31926,40,10
31927,1,33
31928,43,43
31929,49,29
31930,8,1
31931,1,1
31932,48,1
31933,34,1
31934,22,1
31935,33,12
31936,45,1
31937,23,52
31938,1,1
31939,1,36
31940,39,27
31941,4,29
31942,19,1
31943,1,1
31944,66,1
31945,45,1
31946,1,1
31947,1,1
31948,47,1
31949,15,1
31950,25,1
31951,1,1
31952,42,1
31953,1,1
31954,43,26
31955,15,42
31956,1,21
31957,1,1
31958,1,1
31959,12,39
31960,59,1
31961,1,26
31962,53,1
31963,12,1
31964,48,1
31965,16,1
31966,33,1
31967,1,1
31968,12,54
31969,24,1
31970,1,32
31971,1,47
31972,1,1
31973,57,1
31974,45,1
31975,9,1
31976,1,37
31977,8,1
31978,1,31
31979,32,1
31980,1,1
31981,38,12
31982,55,61
31983,6,35
31984,53,1
31985,1,1
31986,23,1
31987,20,1
31988,6,1
31989,18,29
31990,22,1
31991,11,33
31992,63,1
31993,18,1
31994,37,1
31995,4,8
31996,41,1
31997,1,40
31998,48,1
31999,1,1
32000,19,49
32001,1,1
32002,6,1
32003,1,26
32004,58,17
32005,26,1
32006,1,40
32007,18,27
32008,46,1
32009,12,1
32010,1,1
32011,24,1
32012,61,39
32013,48,24
32014,31,1
32015,1,1
32016,6,59
32017,4,1
32018,1,51
32019,1,1
32020,18,1
32021,48,1
32022,43,25
32023,1,1
32024,8,30
32025,23,1
32026,63,20
32027,1,54
32028,54,1
32029,6,1
32030,38,19
32031,1,57
32032,9,1
32033,17,29
32034,18,1
32035,1,6
32036,52,1
32037,1,1
32038,14,1
32039,26,14
32040,1,1
32041,11,1
32042,36,1
32043,4,1
32044,14,20
32045,8,6
32046,45,41
32047,1,28
32048,27,29
32049,8,38
32050,23,1
32051,12,12
32052,1,1
32053,6,1
32054,1,27
32055,8,24
32056,1,1
32057,1,30
32058,1,1
32059,58,59
32060,42,61
32061,1,1
32062,30,1
32063,1,1
32064,59,15
32065,54,1
32066,9,1
32067,8,18
32068,6,1
32069,1,20
32070,13,51
32071,9,1
32072,1,1
32073,1,1
32074,31,1
32075,8,42
32076,1,1
32077,23,1
32078,1,1
32079,1,51
32080,1,40
32081,1,1
32082,27,44
32083,8,1
32084,4,1
32085,32,38
32086,46,1
32087,1,1
32088,40,60
32089,16,1
32090,1,9
32091,20,1
32092,1,1
32093,35,1
32094,33,1
32095,1,1
32096,9,1
32097,1,1
32098,18,65
32099,1,1
32100,41,1
32101,1,1
32102,12,1
32103,1,1
32104,49,1
32105,9,1
32106,1,18
32107,10,1
32108,14,1
32109,1,1
32110,6,1
32111,43,1
32112,1,55
32113,1,55
32114,23,1
32115,1,1
32116,18,41
32117,10,1
32118,1,1
32119,50,1
32120,16,59
32121,12,1
32122,26,1
32123,8,1
32124,1,42
32125,9,37
32126,14,31
32127,1,56
32128,30,1
32129,18,1
32130,43,26
32131,49,1
32132,4,1
32133,9,1
32134,1,29
32135,21,47
32136,1,51
32137,1,20
32138,1,41
32139,47,64
32140,1,1
32141,1,1
32142,1,1
32143,36,39
32144,1,1
32145,40,1
32146,15,1
32147,1,1
32148,26,37
32149,57,45
32150,1,1
32151,6,1
32152,15,20
32153,49,57
32154,1,47
32155,8,1
32156,25,1
32157,1,1
32158,8,1
32159,1,1
32160,8,1
32161,1,49
32162,1,25
32163,21,1
32164,21,1
32165,1,1
32166,34,1
32167,39,1
32168,1,1
32169,1,1
32170,8,52
32171,1,18
32172,22,1
32173,60,1
32174,55,1
32175,1,39
32176,52,1
32177,1,1
32178,38,1
32179,1,1
32180,16,1
32181,17,9
32182,38,1
32183,1,1
32184,38,1
32185,61,21
32186,22,1
32187,62,42
32188,66,40
32189,1,1
32190,57,49
32191,8,22
32192,1,55
32193,20,1
32194,1,29
32195,1,29
32196,1,1
32197,23,4
32198,1,1
32199,32,15
32200,21,1
32201,1,1
32202,1,1
32203,14,50
32204,28,1
32205,1,24
32206,56,53
32207,48,1
32208,55,1
32209,1,1
32210,59,1
32211,35,22
32212,14,1
32213,30,1
32214,8,19
32215,6,1
32216,10,1
32217,15,28
32218,4,1
32219,32,1
32220,32,32
32221,1,1
32222,18,47
32223,1,1
32224,42,42
32225,1,1
32226,1,1
32227,15,52
32228,1,1
32229,1,1
32230,1,1
32231,21,1
32232,6,1
32233,1,1
32234,1,1
32235,34,1
32236,15,1
32237,54,1
32238,40,1
32239,18,1
32240,6,1
32241,31,10
32242,1,1
32243,4,22
32244,64,23
32245,1,14
32246,1,1
32247,1,24
32248,13,1
32249,1,12
32250,29,1
32251,1,1
32252,1,1
32253,24,1
32254,1,1
32255,60,1
32256,1,32
32257,9,10
32258,43,1
32259,49,1
32260,4,1
32261,1,1
32262,6,48
32263,27,1
32264,6,1
32265,33,1
32266,6,1
32267,24,14
32268,14,1
32269,1,1
32270,8,1
32271,1,33
32272,1,1
32273,1,1
32274,21,47
32275,32,61
32276,51,1
32277,1,12
32278,1,51
32279,52,14
32280,1,1
32281,25,1
32282,1,62
32283,8,1
32284,4,1
32285,52,1
32286,6,1
32287,1,1
32288,23,25
32289,32,9
32290,14,1
32291,26,1
32292,8,1
32293,34,1
32294,4,55
32295,1,1
32296,1,1
32297,1,11
32298,1,1
32299,1,1
32300,6,1
32301,1,35
32302,55,1
32303,51,53
32304,1,29
32305,15,27
32306,1,23
32307,1,37
32308,23,1
32309,49,1
32310,4,12
32311,37,1
32312,43,1
32313,12,41
32314,1,1
32315,18,1
32316,1,1
32317,18,1
32318,60,34
32319,50,1
32320,38,23
32321,38,40
32322,1,8
32323,33,1
32324,26,1
32325,4,18
32326,28,1
32327,14,1
32328,1,1
32329,1,32
32330,44,59
32331,58,52
32332,56,56
32333,38,1
32334,47,48
32335,1,42
32336,56,1
32337,1,1
32338,8,51
32339,1,1
32340,18,1
32341,18,37
32342,1,1
32343,1,63
32344,31,1
32345,6,1
32346,8,1
32347,4,43
32348,36,64
32349,1,1
32350,6,1
32351,1,1
32352,54,41
32353,32,1
32354,11,51
32355,1,1
32356,24,35
32357,42,12
32358,1,52
32359,34,24
32360,4,34
32361,55,1
32362,4,17
32363,1,1
32364,1,1
32365,38,46
32366,36,1
32367,8,47
32368,8,1
32369,22,54
32370,11,1
32371,19,1
32372,1,1
32373,36,1
32374,25,1
32375,1,20
32376,8,1
32377,6,35
32378,60,48
32379,1,1
32380,14,1
32381,26,1
32382,11,1
32383,40,1
32384,16,27
32385,1,43
32386,1,1
32387,24,55
32388,6,1
32389,1,29
32390,36,1
32391,1,28
32392,34,1
32393,57,1
32394,1,12
32395,1,1
32396,63,1
32397,58,32
32398,64,17
32399,47,1
32400,12,26
32401,1,27
32402,1,1
32403,4,21
32404,1,1
32405,1,1
32406,1,1
32407,12,1
32408,1,1
32409,12,1
32410,6,47
32411,1,1
32412,1,1
32413,8,1
32414,41,43
32415,44,1
32416,1,9
32417,1,1
32418,47,1
32419,59,1
32420,16,1
32421,58,1
32422,27,1
32423,1,1
32424,38,1
32425,4,1
32426,53,35
32427,32,1
32428,4,9
32429,1,39
32430,1,55
32431,1,1
32432,41,1
32433,49,1
32434,4,1
32435,22,64
32436,6,22
32437,14,34
32438,21,1
32439,1,59
32440,6,1
32441,1,1
32442,6,1
32443,1,22
32444,59,48
32445,13,1
32446,1,1
32447,41,1
32448,1,1
32449,4,1
32450,17,1
32451,9,1
32452,9,10
32453,29,23
32454,4,32
32455,19,1
32456,59,1
32457,44,1
32458,1,1
32459,40,1
32460,31,47
32461,1,40
32462,1,1
32463,43,1
32464,27,57
32465,6,17
32466,6,1
32467,25,1
32468,40,1
32469,50,1
32470,34,1
32471,15,1
32472,1,39
32473,1,1
32474,47,1
32475,1,41
32476,45,1
32477,1,1
32478,54,1
32479,1,1
32480,30,1
32481,1,1
32482,46,1
32483,16,1
32484,51,1
32485,6,1
32486,38,1
32487,50,58
32488,33,1
32489,18,1
32490,35,57
32491,59,1
32492,20,1
32493,9,1
32494,24,1
32495,1,1
32496,19,57
32497,9,1
32498,9,1
32499,1,46
32500,6,1
32501,37,49
32502,56,1
32503,1,18
32504,1,1
32505,18,1
32506,1,1
32507,52,1
32508,10,1
32509,41,1
32510,52,30
32511,38,1
32512,54,30
32513,1,1
32514,1,1
32515,59,34
32516,1,31
32517,26,1
32518,16,57
32519,8,10
32520,52,1
32521,15,27
32522,36,1
32523,6,1
32524,10,53
32525,20,1
32526,34,1
32527,39,19
32528,1,29
32529,1,1
32530,11,51
32531,41,60
32532,42,1
32533,1,1
32534,28,1
32535,17,1
32536,6,1
32537,1,62
32538,6,1
32539,11,6
32540,43,57
32541,1,42
32542,16,1
32543,1,58
32544,51,52
32545,6,1
32546,55,56
32547,1,1
32548,58,54
32549,24,1
32550,62,1
32551,56,12
32552,18,1
32553,1,1
32554,6,1
32555,1,1
32556,54,43
32557,36,1
32558,57,27
32559,30,1
32560,1,1
32561,8,37
32562,12,1
32563,1,1
32564,1,11
32565,1,1
32566,14,39
32567,1,14
32568,57,8
32569,8,1
32570,8,55
32571,16,23
32572,25,15
32573,52,26
32574,6,1
32575,42,1
32576,9,1
32577,33,26
32578,1,41
32579,60,30
32580,24,8
32581,1,1
32582,16,1
32583,22,1
32584,1,61
32585,1,1
32586,44,1
32587,8,1
32588,44,29
32589,1,1
32590,1,52
32591,38,49
32592,4,1
32593,53,1
32594,42,1
32595,1,56
32596,47,1
32597,1,30
32598,58,1
32599,1,1
32600,1,1
32601,4,28
32602,4,1
32603,30,1
32604,6,30
32605,1,28
32606,34,32
32607,14,29
32608,31,16
32609,4,57
32610,8,59
32611,1,1
32612,1,52
32613,19,1
32614,41,1
32615,1,1
32616,48,54
32617,1,57
32618,49,57
32619,23,1
32620,1,23
32621,9,1
32622,1,19
32623,56,34
32624,56,59
32625,17,46
32626,28,1
32627,1,19
32628,1,1
32629,6,1
32630,1,56
32631,45,35
32632,1,1
32633,1,1
32634,29,18
32635,1,62
32636,62,49
32637,32,1
32638,1,1
32639,49,1
32640,1,1
32641,58,9
32642,6,1
32643,45,36
32644,15,59
32645,4,1
32646,1,1
32647,42,65
32648,56,1
32649,67,52
32650,1,1
32651,1,39
32652,1,1
32653,6,1
32654,1,1
32655,51,53
32656,1,24
32657,9,44
32658,62,1
32659,4,1
32660,1,1
32661,37,1
32662,1,1
32663,26,1
32664,1,1
32665,1,1
32666,59,1
32667,49,1
32668,8,1
32669,1,1
32670,10,57
32671,1,1
32672,1,1
32673,48,23
32674,1,55
32675,8,1
32676,1,16
32677,15,1
32678,1,1
32679,25,1
32680,6,22
32681,22,1
32682,32,38
32683,1,1
32684,55,38
32685,22,1
32686,42,64
32687,21,1
32688,1,1
32689,1,13
32690,22,1
32691,14,1
32692,1,1
32693,6,1
32694,1,43
32695,9,1
32696,62,1
32697,6,1
32698,16,1
32699,52,35
32700,6,1
32701,41,14
32702,37,1
32703,10,37
32704,10,1
32705,1,1
32706,1,57
32707,46,1
32708,20,45
32709,47,1
32710,4,1
32711,15,1
32712,9,1
32713,26,35
32714,49,1
32715,31,1
32716,41,1
32717,44,6
32718,51,1
32719,6,26
32720,9,15
32721,1,1
32722,1,1
32723,42,1
32724,6,26
32725,1,1
32726,12,51
32727,36,32
32728,1,57
32729,14,53
32730,33,1
32731,51,1
32732,1,41
32733,39,1
32734,1,1
32735,1,1
32736,20,1
32737,35,1
32738,40,1
32739,1,8
32740,1,23
32741,1,1
32742,65,1
32743,42,1
32744,11,48
32745,50,1
32746,9,1
32747,64,1
32748,1,1
32749,1,1
32750,10,60
32751,42,1
32752,8,1
32753,26,1
32754,27,1
32755,1,51
32756,6,1
32757,9,30
32758,10,1
32759,1,1
32760,1,45
32761,6,1
32762,1,1
32763,1,1
32764,47,53
32765,32,1
32766,23,1
32767,1,1
32768,1,1
32769,1,1
32770,1,45
32771,6,1
32772,4,1
32773,1,64
32774,1,1
32775,6,1
32776,1,1
32777,20,1
32778,47,1
32779,10,1
32780,1,54
32781,10,1
32782,19,1
32783,36,55
32784,21,1
32785,1,1
32786,1,36
32787,1,1
32788,55,54
32789,6,53
32790,18,1
32791,44,1
32792,1,1
32793,8,41
32794,9,1
32795,22,22
32796,1,65
32797,1,1
32798,1,1
32799,20,1
32800,1,52
32801,26,1
32802,6,1
32803,1,1
32804,58,31
32805,1,1
32806,28,1
32807,1,1
32808,12,1
32809,30,1
32810,1,21
32811,37,1
32812,24,1
32813,21,1
32814,14,53
32815,65,1
32816,12,60
32817,1,1
32818,1,1
32819,1,1
32820,1,1
32821,12,1
32822,4,45
32823,8,1
32824,29,1
32825,9,52
32826,14,1
32827,52,8
32828,48,51
32829,33,1
32830,1,24
32831,59,8
32832,14,1
32833,6,39
32834,8,30
32835,1,1
32836,17,6
32837,49,40
32838,6,1
32839,35,6
32840,31,1
32841,55,1
32842,6,1
32843,1,1
32844,36,66
32845,25,1
32846,6,1
32847,28,1
32848,1,17
32849,6,1
32850,1,38
32851,4,62
32852,59,37
32853,1,1
32854,62,1
32855,16,53
32856,52,1
32857,29,1
32858,1,51
32859,12,61
32860,8,1
32861,1,62
32862,50,1
32863,24,1
32864,14,48
32865,1,1
32866,16,6
32867,1,1
32868,4,1
32869,33,1
32870,53,48
32871,44,1
32872,42,57
32873,1,1
32874,1,1
32875,1,1
32876,1,1
32877,1,17
32878,1,1
32879,27,1
32880,13,1
32881,52,1
32882,57,1
32883,6,24
32884,58,1
32885,1,1
32886,31,1
32887,20,56
32888,11,1
32889,1,1
32890,33,1
32891,19,31
32892,31,54
32893,31,1
32894,33,1
32895,46,59
32896,11,33
32897,1,1
32898,12,1
32899,1,1
32900,1,1
32901,30,1
32902,13,20
32903,57,12
32904,1,42
32905,1,44
32906,1,18
32907,1,38
32908,24,1
32909,8,1
32910,65,1
32911,53,33
32912,1,1
32913,26,1
32914,1,1
32915,16,1
32916,1,38
32917,4,1
32918,1,9
32919,1,1
32920,36,1
32921,1,1
32922,1,6
32923,31,9
32924,1,1
32925,13,1
32926,6,1
32927,1,16
32928,48,1
32929,47,1
32930,1,1
32931,8,1
32932,41,9
32933,56,24
32934,1,47
32935,28,1
32936,12,1
32937,1,1
32938,8,11
32939,20,22
32940,1,60
32941,9,44
32942,1,1
32943,13,1
32944,1,1
32945,54,1
32946,1,1
32947,29,29
32948,1,1
32949,1,1
32950,6,1
32951,1,33
32952,6,1
32953,1,41
32954,1,1
32955,1,21
32956,16,30
32957,40,50
32958,59,1
32959,6,1
32960,38,1
32961,65,1
32962,25,39
32963,1,50
32964,20,1
32965,6,1
32966,63,1
32967,8,48
32968,1,1
32969,9,1
32970,27,41
32971,1,26
32972,1,1
32973,42,1
32974,9,50
32975,9,1
32976,21,1
32977,11,26
32978,35,1
32979,30,1
32980,26,1
32981,57,33
32982,42,1
32983,55,1
32984,59,41
32985,1,29
32986,46,1
32987,1,1
32988,6,1
32989,48,19
32990,10,1
32991,63,1
32992,51,1
32993,1,40
32994,1,1
32995,1,1
32996,6,1
32997,36,25
32998,22,29
32999,8,1
33000,14,1
33001,1,1
33002,1,4
33003,55,10
33004,45,37
33005,40,63
33006,1,1
33007,49,38
33008,6,1
33009,20,1
33010,36,1
33011,1,1
33012,31,1
33013,1,1
33014,20,1
33015,1,1
33016,1,1
33017,30,1
33018,47,1
33019,6,1
33020,10,60
33021,1,1
33022,34,1
33023,1,1
33024,34,1
33025,8,1
33026,6,15
33027,6,1
33028,60,60
33029,34,29
33030,53,1
33031,8,42
33032,8,1
33033,36,1
33034,31,1
33035,34,1
33036,55,1
33037,10,26
33038,12,63
33039,31,1
33040,52,33
33041,1,52
33042,1,16
33043,24,23
33044,14,62
33045,1,45
33046,1,1
33047,1,1
33048,56,1
33049,26,1
33050,1,1
33051,1,1
33052,46,1
33053,18,1
33054,35,49
33055,52,19
33056,62,29
33057,1,55
33058,6,1
33059,32,1
33060,12,1
33061,1,9
33062,41,52
33063,8,63
33064,31,44
33065,36,1
33066,1,1
33067,12,1
33068,13,1
33069,1,16
33070,4,1
33071,42,1
33072,37,1
33073,16,50
33074,49,1
33075,29,1
33076,56,1
33077,6,45
33078,4,1
33079,1,28
33080,29,27
33081,8,26
33082,1,10
33083,54,1
33084,8,27
33085,18,1
33086,55,1
33087,6,1
33088,35,1
33089,1,1
33090,4,24
33091,1,12
33092,1,1
33093,1,14
33094,55,24
