,vertex,random
44531,4,39
44532,14,1
44533,1,49
44534,1,1
44535,15,13
44536,56,1
44537,9,41
44538,54,1
44539,45,32
44540,57,18
44541,1,1
44542,51,47
44543,48,1
44544,1,10
44545,16,1
44546,1,1
44547,1,1
44548,38,47
44549,1,1
44550,52,1
44551,29,1
44552,52,18
44553,1,42
44554,12,1
44555,19,34
44556,1,1
44557,4,1
44558,1,1
44559,1,1
44560,1,1
44561,4,1
44562,1,1
44563,39,44
44564,32,63
44565,1,1
44566,1,55
44567,11,30
44568,1,1
44569,1,11
44570,59,1
44571,1,1
44572,16,1
44573,62,52
44574,31,1
44575,60,29
44576,1,1
44577,12,1
44578,29,1
44579,9,1
44580,58,1
44581,49,52
44582,1,1
44583,1,51
44584,18,1
44585,1,1
44586,1,1
44587,11,1
44588,45,1
44589,29,1
44590,17,1
44591,43,1
44592,36,33
44593,42,42
44594,44,1
44595,1,1
44596,1,30
44597,61,12
44598,1,1
44599,1,1
44600,1,1
44601,53,57
44602,11,1
44603,1,46
44604,31,1
44605,45,1
44606,1,55
44607,47,29
44608,40,1
44609,6,1
44610,1,1
44611,57,1
44612,43,1
44613,1,1
44614,1,34
44615,4,47
44616,13,6
44617,1,1
44618,1,39
44619,26,1
44620,6,1
44621,49,61
44622,29,1
44623,1,36
44624,39,1
44625,35,1
44626,6,48
44627,1,37
44628,15,30
44629,12,1
44630,30,6
44631,10,29
44632,1,1
44633,49,63
44634,56,1
44635,13,56
44636,18,56
44637,19,1
44638,6,1
44639,1,1
44640,46,1
44641,16,49
44642,35,54
44643,1,57
44644,8,60
44645,6,10
44646,1,1
44647,10,1
44648,1,1
44649,17,1
44650,12,1
44651,40,1
44652,1,51
44653,26,1
44654,1,1
44655,55,33
44656,6,1
44657,19,1
44658,1,1
44659,1,1
44660,42,1
44661,56,1
44662,31,1
44663,1,1
44664,52,51
44665,6,1
44666,4,1
44667,44,58
44668,1,12
44669,10,1
44670,1,1
44671,1,1
44672,10,1
44673,31,1
44674,1,17
44675,63,1
44676,31,23
44677,12,45
44678,44,1
44679,1,1
44680,6,1
44681,61,54
44682,35,19
44683,1,63
44684,44,1
44685,44,18
44686,6,47
44687,33,16
44688,1,18
44689,13,1
44690,49,45
44691,27,1
44692,1,1
44693,23,26
44694,53,10
44695,1,40
44696,26,19
44697,18,1
44698,17,24
44699,35,1
44700,14,1
44701,1,1
44702,1,1
44703,4,47
44704,62,1
44705,66,1
44706,8,43
44707,36,1
44708,1,37
44709,1,1
44710,1,1
44711,16,56
44712,30,1
44713,14,1
44714,1,1
44715,64,1
44716,40,1
44717,17,38
44718,8,1
44719,14,1
44720,8,1
44721,1,1
44722,8,33
44723,6,1
44724,1,21
44725,39,1
44726,1,1
44727,25,1
44728,43,1
44729,1,1
44730,24,1
44731,62,39
44732,25,1
44733,9,1
44734,6,32
44735,1,6
44736,1,1
44737,59,46
44738,24,1
44739,8,19
44740,42,1
44741,1,1
44742,1,1
44743,1,43
44744,50,30
44745,29,22
44746,28,1
44747,12,1
44748,6,1
44749,4,1
44750,1,1
44751,6,1
44752,6,1
44753,1,34
44754,4,18
44755,6,1
44756,55,24
44757,6,1
44758,6,10
44759,1,1
44760,1,1
44761,35,1
44762,1,1
44763,42,1
44764,55,1
44765,10,42
44766,55,1
44767,20,34
44768,29,40
44769,6,1
44770,53,1
44771,27,60
44772,1,1
44773,1,36
44774,41,36
44775,13,40
44776,30,62
44777,1,1
44778,10,1
44779,20,1
44780,1,1
44781,1,1
44782,1,1
44783,6,20
44784,11,1
44785,52,1
44786,32,60
44787,66,1
44788,6,1
44789,39,1
44790,1,1
44791,24,1
44792,56,1
44793,53,32
44794,57,1
44795,1,1
44796,16,30
44797,1,1
44798,46,1
44799,1,65
44800,1,1
44801,28,1
44802,6,9
44803,6,1
44804,1,1
44805,1,1
44806,1,28
44807,6,1
44808,32,25
44809,12,10
44810,1,1
44811,1,1
44812,6,1
44813,46,1
44814,47,1
44815,6,25
44816,19,1
44817,26,40
44818,6,1
44819,37,35
44820,50,34
44821,10,1
44822,53,1
44823,1,51
44824,1,1
44825,38,51
44826,53,1
44827,32,1
44828,11,1
44829,16,1
44830,52,1
44831,34,24
44832,15,1
44833,30,1
44834,1,1
44835,33,36
44836,50,60
44837,1,1
44838,1,1
44839,1,51
44840,15,10
44841,47,14
44842,1,18
44843,45,31
44844,12,1
44845,13,53
44846,4,1
44847,22,1
44848,29,1
44849,40,1
44850,15,1
44851,8,49
44852,1,1
44853,20,1
44854,51,1
44855,6,1
44856,10,1
44857,54,1
44858,1,1
44859,1,1
44860,48,39
44861,45,12
44862,1,1
44863,20,1
44864,1,1
44865,1,1
44866,4,12
44867,37,48
44868,4,12
44869,39,37
44870,1,18
44871,4,1
44872,45,1
44873,23,31
44874,11,1
44875,6,15
44876,1,59
44877,18,1
44878,1,1
44879,1,1
44880,8,1
44881,6,1
44882,12,18
44883,1,1
44884,1,24
44885,45,13
44886,1,12
44887,17,1
44888,17,1
44889,1,1
44890,1,1
44891,1,1
44892,1,1
44893,1,1
44894,14,61
44895,57,1
44896,1,1
44897,22,1
44898,1,1
44899,61,31
44900,1,1
44901,1,31
44902,18,20
44903,50,42
44904,1,1
44905,1,1
44906,21,1
44907,1,1
44908,4,40
44909,43,47
44910,6,1
44911,56,1
44912,1,1
44913,26,1
44914,20,1
44915,1,1
44916,15,1
44917,26,1
44918,19,1
44919,54,51
44920,1,1
44921,32,55
44922,1,1
44923,1,56
44924,54,58
44925,18,37
44926,28,1
44927,32,37
44928,35,6
44929,6,16
44930,6,1
44931,37,1
44932,1,1
44933,46,20
44934,55,1
44935,59,1
44936,49,34
44937,1,27
44938,34,1
44939,14,1
44940,8,1
44941,29,1
44942,8,20
44943,1,1
44944,26,1
44945,1,1
44946,1,28
44947,38,1
44948,8,1
44949,1,1
44950,1,1
44951,6,38
44952,4,18
44953,63,37
44954,31,1
44955,35,34
44956,15,1
44957,15,1
44958,21,1
44959,1,1
44960,1,1
44961,21,1
44962,39,1
44963,1,1
44964,1,1
44965,15,1
44966,36,1
44967,12,1
44968,27,25
44969,1,1
44970,42,1
44971,21,53
44972,6,1
44973,1,57
44974,6,56
44975,1,43
44976,4,1
44977,1,1
44978,35,1
44979,1,1
44980,27,17
44981,4,62
44982,1,6
44983,1,34
44984,45,1
44985,36,1
44986,6,1
44987,6,1
44988,12,37
44989,1,1
44990,1,1
44991,4,23
44992,4,29
44993,19,1
44994,1,45
44995,39,49
44996,56,62
44997,8,1
44998,1,20
44999,49,1
45000,1,1
45001,1,1
45002,19,50
45003,25,1
45004,1,1
45005,1,35
45006,54,1
45007,1,1
45008,1,1
45009,9,1
45010,39,39
45011,32,1
45012,1,1
45013,1,1
45014,38,43
45015,19,1
45016,29,1
45017,1,17
45018,1,30
45019,1,1
45020,1,1
45021,24,1
45022,12,44
45023,56,1
45024,12,1
45025,1,63
45026,1,55
45027,1,6
45028,22,36
45029,52,1
45030,32,1
45031,19,1
45032,61,21
45033,1,1
45034,1,55
45035,19,49
45036,30,1
45037,10,1
45038,6,35
45039,42,1
45040,1,1
45041,1,50
45042,49,1
45043,40,1
45044,40,1
45045,1,1
45046,39,58
45047,21,1
45048,35,40
45049,1,1
45050,1,45
45051,45,44
45052,1,1
45053,34,1
45054,1,1
45055,1,1
45056,1,1
45057,40,40
45058,1,1
45059,18,24
45060,1,57
45061,46,12
45062,6,26
45063,27,1
45064,1,1
45065,1,24
45066,1,1
45067,1,1
45068,56,1
45069,1,1
45070,16,22
45071,13,1
45072,59,60
45073,6,55
45074,20,1
45075,52,47
45076,12,1
45077,49,33
45078,9,40
45079,4,30
45080,1,54
45081,35,1
45082,1,57
45083,1,1
45084,12,1
45085,1,15
45086,37,1
45087,41,50
45088,43,33
45089,28,17
45090,42,1
45091,4,1
45092,28,25
45093,4,1
45094,6,1
45095,23,47
45096,1,1
45097,1,38
45098,1,27
45099,22,1
45100,4,1
45101,32,1
45102,33,45
45103,59,1
45104,1,1
45105,1,58
45106,57,1
45107,53,1
45108,12,18
45109,62,1
45110,18,28
45111,12,1
45112,8,1
45113,1,27
45114,47,1
45115,57,1
45116,4,1
45117,1,54
45118,25,1
45119,56,1
45120,1,66
45121,1,1
45122,36,1
45123,26,9
45124,62,1
45125,10,1
45126,43,57
45127,6,42
45128,51,22
45129,53,1
45130,1,50
45131,1,26
45132,1,51
45133,1,56
45134,11,28
45135,6,16
45136,8,1
45137,6,46
45138,32,1
45139,1,1
45140,1,17
45141,47,1
45142,54,12
45143,46,1
45144,1,53
45145,6,1
45146,1,1
45147,1,9
45148,39,1
45149,1,58
45150,54,6
45151,1,37
45152,1,1
45153,1,30
45154,9,1
45155,19,1
45156,6,1
45157,19,21
45158,1,1
45159,37,64
45160,1,1
45161,8,1
45162,1,1
45163,1,49
45164,6,1
45165,1,49
45166,1,1
45167,36,1
45168,18,39
45169,1,1
45170,51,1
45171,6,37
45172,23,9
45173,6,47
45174,1,1
45175,17,48
45176,68,58
45177,30,16
45178,1,38
45179,1,1
45180,6,1
45181,35,1
45182,1,27
45183,54,1
45184,17,1
45185,44,1
45186,1,1
45187,17,42
45188,6,1
45189,1,37
45190,53,1
45191,16,38
45192,1,1
45193,40,1
45194,18,14
45195,54,1
45196,1,1
45197,23,13
45198,6,24
45199,32,32
45200,47,1
45201,14,19
45202,21,58
45203,6,1
45204,58,1
45205,1,40
45206,24,1
45207,1,1
45208,38,1
45209,11,1
45210,6,1
45211,1,41
45212,35,4
45213,1,59
45214,1,1
45215,18,1
45216,61,52
45217,56,8
45218,1,1
45219,1,32
45220,10,1
45221,8,1
45222,54,1
45223,1,1
45224,6,40
45225,51,23
45226,8,1
45227,42,22
45228,8,1
45229,1,1
45230,1,1
45231,42,53
45232,17,60
45233,1,61
45234,1,45
45235,21,1
45236,6,23
45237,26,6
45238,52,1
45239,21,1
45240,13,60
45241,53,1
45242,37,1
45243,16,51
45244,15,1
45245,1,1
45246,9,1
45247,1,51
45248,1,41
45249,1,1
45250,11,21
45251,1,27
45252,14,31
45253,8,39
45254,1,1
45255,55,1
45256,1,1
45257,42,1
45258,18,57
45259,16,1
45260,42,58
45261,4,1
45262,48,49
45263,6,1
45264,26,21
45265,1,1
45266,12,1
45267,1,1
45268,1,1
45269,1,1
45270,46,1
45271,11,29
45272,59,1
45273,1,39
45274,1,56
45275,62,1
45276,10,1
45277,25,57
45278,11,1
45279,1,11
45280,42,1
45281,1,1
45282,13,24
45283,1,43
45284,9,1
45285,1,1
45286,40,1
45287,1,53
45288,9,1
45289,40,1
45290,1,1
45291,18,1
45292,13,1
45293,1,40
45294,1,55
45295,43,40
45296,1,1
45297,47,1
45298,1,1
45299,1,30
45300,28,1
45301,1,1
45302,1,31
45303,11,1
45304,1,1
45305,1,58
45306,61,1
45307,1,1
45308,1,49
45309,12,1
45310,1,1
45311,4,1
45312,1,1
45313,1,29
45314,4,1
45315,26,1
45316,4,1
45317,33,1
45318,4,1
45319,6,34
45320,8,1
45321,30,1
45322,16,1
45323,6,1
45324,1,27
45325,1,11
45326,12,46
45327,49,1
45328,46,64
45329,1,15
45330,35,1
45331,31,1
45332,1,1
45333,59,1
45334,8,1
45335,36,28
45336,17,1
45337,17,1
45338,1,1
45339,33,1
45340,29,53
45341,38,1
45342,15,1
45343,49,1
45344,47,1
45345,33,1
45346,1,21
45347,45,1
45348,21,42
45349,32,50
45350,1,1
45351,1,28
45352,8,1
45353,1,1
45354,1,1
45355,25,1
45356,1,1
45357,1,27
45358,34,1
45359,4,1
45360,36,1
45361,6,1
45362,32,55
45363,1,38
45364,51,1
45365,49,57
45366,43,43
45367,8,1
45368,6,1
45369,22,1
45370,1,1
45371,59,33
45372,1,55
45373,42,1
45374,46,1
45375,12,1
45376,35,1
45377,31,47
45378,18,1
45379,24,1
45380,50,48
45381,8,1
45382,4,33
45383,8,1
45384,39,43
45385,26,65
45386,38,1
45387,18,32
45388,1,1
45389,26,46
45390,1,1
45391,1,25
45392,1,1
45393,11,49
45394,53,41
45395,6,1
45396,1,1
45397,60,1
45398,48,1
45399,1,52
45400,24,17
45401,61,1
45402,13,1
45403,1,1
45404,1,1
45405,6,1
45406,1,1
45407,1,40
45408,1,15
45409,33,52
45410,61,1
45411,24,1
45412,6,1
45413,49,22
45414,1,1
45415,1,1
45416,48,1
45417,37,60
45418,37,1
45419,1,55
45420,1,1
45421,6,1
45422,55,16
45423,16,1
45424,1,1
45425,8,22
45426,12,33
45427,1,1
45428,11,16
45429,1,39
45430,1,1
45431,8,55
45432,50,34
45433,33,46
45434,1,1
45435,1,50
45436,46,66
45437,8,1
45438,22,49
45439,6,1
45440,34,1
45441,1,35
45442,8,1
45443,50,1
45444,12,1
45445,23,1
45446,6,30
45447,48,1
45448,23,1
45449,21,35
45450,4,1
45451,1,1
45452,61,48
45453,1,1
45454,1,1
45455,1,32
45456,1,1
45457,14,1
45458,12,61
45459,20,40
45460,1,1
45461,34,1
45462,1,1
45463,1,18
45464,1,1
45465,27,26
45466,46,1
45467,25,1
45468,6,1
45469,30,1
45470,56,1
45471,27,1
45472,50,41
45473,1,30
45474,6,34
45475,6,1
45476,38,1
45477,60,1
45478,1,27
45479,6,58
45480,1,1
45481,8,1
45482,49,1
45483,38,1
45484,1,1
45485,27,1
45486,17,1
45487,1,28
45488,1,1
45489,1,28
45490,21,48
45491,1,1
45492,1,1
45493,17,1
45494,27,1
45495,8,1
45496,1,29
45497,1,20
45498,1,1
45499,18,14
45500,61,49
45501,37,52
45502,1,33
45503,1,1
45504,46,21
45505,13,1
45506,1,34
45507,1,1
45508,1,1
45509,1,30
45510,57,1
45511,20,12
45512,13,1
45513,12,27
45514,27,1
45515,34,1
45516,22,1
45517,4,1
45518,37,38
45519,1,1
45520,50,1
45521,1,42
45522,4,1
45523,29,1
45524,12,8
45525,1,1
45526,1,1
45527,1,1
45528,6,1
45529,1,1
45530,40,1
45531,6,1
45532,1,1
45533,1,62
45534,6,43
45535,8,40
45536,50,1
45537,21,50
45538,20,1
45539,30,1
45540,1,47
45541,1,1
45542,4,1
45543,44,29
45544,27,1
45545,20,1
45546,58,1
45547,12,1
45548,54,1
45549,36,47
45550,6,1
45551,68,36
45552,24,1
45553,1,1
45554,4,1
45555,38,1
45556,24,1
45557,1,1
45558,45,40
45559,38,1
45560,6,26
45561,1,1
45562,1,43
45563,9,1
45564,1,1
45565,32,63
45566,1,62
45567,1,27
45568,1,1
45569,1,52
45570,1,1
45571,8,1
45572,6,1
45573,19,1
45574,39,1
45575,51,15
45576,1,53
45577,12,1
45578,1,1
45579,8,1
45580,41,1
45581,15,1
45582,1,1
45583,1,1
45584,18,1
45585,1,41
45586,42,1
45587,1,28
45588,6,51
45589,50,1
45590,60,1
45591,1,1
45592,45,1
45593,15,50
45594,20,54
45595,1,1
45596,30,1
45597,1,1
45598,11,1
45599,8,1
45600,24,1
45601,18,1
45602,27,1
45603,39,22
45604,6,1
45605,51,1
45606,1,1
45607,1,28
45608,50,1
45609,1,8
45610,1,1
45611,45,1
45612,1,1
45613,33,30
45614,9,1
45615,48,1
45616,4,51
45617,9,1
45618,4,55
45619,34,1
45620,54,12
45621,1,1
45622,1,6
45623,49,1
45624,27,64
45625,22,1
45626,1,50
45627,37,18
45628,4,1
45629,64,23
45630,25,47
45631,47,1
45632,1,28
45633,24,1
45634,1,39
45635,1,1
45636,10,12
45637,55,1
45638,20,1
45639,1,1
45640,35,34
45641,34,1
45642,6,1
45643,1,50
45644,19,1
45645,16,46
45646,1,68
45647,26,1
45648,20,37
45649,1,54
45650,52,59
45651,1,1
45652,4,48
45653,1,1
45654,18,26
45655,1,1
45656,18,42
45657,4,1
45658,1,1
45659,37,1
45660,1,1
45661,1,1
45662,1,1
45663,1,1
45664,18,1
45665,1,1
45666,46,1
45667,51,1
45668,42,54
45669,1,47
45670,1,25
45671,17,23
45672,54,1
45673,12,1
45674,1,60
45675,15,1
45676,47,21
45677,39,1
45678,1,32
45679,64,1
45680,6,1
45681,4,45
45682,26,1
45683,14,1
45684,10,1
45685,46,1
45686,29,35
45687,20,18
45688,1,1
45689,6,1
45690,29,30
45691,1,1
45692,1,1
45693,55,1
45694,1,1
45695,1,47
45696,1,1
45697,46,45
45698,1,48
45699,1,9
45700,50,12
45701,44,1
45702,1,1
45703,8,29
45704,26,26
45705,8,1
45706,53,1
45707,1,27
45708,57,1
45709,1,36
45710,1,1
45711,1,34
45712,6,58
45713,17,1
45714,1,1
45715,40,38
45716,1,30
45717,50,1
45718,6,1
45719,1,1
45720,6,1
45721,27,1
45722,8,50
45723,1,1
45724,1,1
45725,1,43
45726,8,52
45727,29,1
45728,4,62
45729,54,16
45730,51,1
45731,6,1
45732,1,1
45733,8,66
45734,1,1
45735,1,1
45736,17,1
45737,6,38
45738,59,1
45739,25,35
45740,35,39
45741,1,21
45742,21,1
45743,21,1
45744,1,1
45745,54,1
45746,11,1
45747,1,1
45748,14,1
45749,1,1
45750,28,1
45751,22,1
45752,1,1
45753,41,1
45754,20,1
45755,41,1
45756,1,1
45757,8,1
45758,1,1
45759,21,1
45760,46,1
45761,13,32
45762,17,1
45763,12,1
45764,1,1
45765,1,1
45766,52,1
45767,19,1
45768,24,1
45769,17,42
45770,14,42
45771,8,51
45772,1,1
45773,1,64
45774,1,9
45775,46,20
45776,55,1
45777,8,1
45778,55,59
45779,4,51
45780,1,1
45781,50,10
45782,8,59
45783,1,6
45784,30,28
45785,16,1
45786,12,36
45787,1,1
45788,47,1
45789,13,1
45790,27,35
45791,29,1
45792,51,17
45793,55,1
45794,1,1
45795,6,34
45796,1,1
45797,1,53
45798,1,45
45799,46,40
45800,56,13
45801,1,22
45802,1,1
45803,1,1
45804,8,51
45805,14,1
45806,11,1
45807,21,1
45808,1,1
45809,22,48
45810,1,8
45811,35,1
45812,1,32
45813,1,34
45814,1,1
45815,1,1
45816,52,1
45817,6,1
45818,60,20
45819,20,50
45820,55,41
45821,1,1
45822,58,40
45823,39,1
45824,26,58
45825,21,54
45826,52,15
45827,1,1
45828,1,1
45829,17,1
45830,1,1
45831,18,18
45832,16,1
45833,23,41
45834,1,1
45835,52,55
45836,4,1
45837,1,1
45838,4,30
45839,1,1
45840,1,26
45841,1,1
45842,1,26
45843,28,1
45844,12,8
45845,49,1
45846,28,1
45847,20,35
45848,25,1
45849,11,1
45850,52,1
45851,1,1
45852,48,35
45853,21,1
45854,49,1
45855,34,1
45856,34,46
45857,1,23
45858,1,1
45859,1,1
45860,8,1
45861,42,1
45862,23,1
45863,14,36
45864,14,1
45865,1,9
45866,1,48
45867,9,29
45868,9,1
45869,17,1
45870,40,52
45871,54,42
45872,6,1
45873,18,44
45874,1,21
45875,1,32
45876,1,19
45877,56,9
45878,27,1
45879,1,1
45880,15,1
45881,47,15
45882,68,1
45883,10,1
45884,58,1
45885,57,1
45886,11,58
45887,1,1
45888,53,1
45889,56,42
45890,26,1
45891,14,20
45892,9,47
45893,1,1
45894,1,49
45895,12,1
45896,48,29
45897,37,1
45898,35,1
45899,31,13
45900,1,53
45901,4,1
45902,32,1
45903,45,1
45904,9,55
45905,4,1
45906,18,1
45907,40,24
45908,4,55
45909,43,1
45910,23,43
45911,9,1
45912,23,16
45913,1,44
45914,31,1
45915,6,52
45916,1,1
45917,28,1
45918,4,1
45919,8,32
45920,27,38
45921,47,24
45922,15,41
45923,1,37
45924,1,62
45925,39,1
45926,1,1
45927,33,1
45928,24,52
45929,6,1
45930,50,1
45931,15,1
45932,65,1
45933,21,1
45934,6,1
45935,1,1
45936,1,1
45937,15,35
45938,6,33
45939,50,1
45940,51,33
45941,15,28
45942,22,1
45943,49,30
45944,41,1
45945,1,51
45946,1,40
45947,14,1
45948,1,1
45949,8,1
45950,1,1
45951,6,1
45952,1,1
45953,20,1
45954,12,1
45955,1,1
45956,26,39
45957,24,12
45958,49,1
45959,19,1
45960,4,37
45961,46,1
45962,1,33
45963,29,1
45964,51,19
45965,1,1
45966,13,1
45967,8,15
45968,39,1
45969,27,48
45970,1,47
45971,1,45
45972,1,59
45973,1,1
45974,1,24
45975,1,1
45976,58,1
45977,1,1
45978,27,1
45979,59,1
45980,8,1
45981,8,34
45982,60,1
45983,18,59
45984,1,1
45985,6,1
45986,1,1
45987,20,39
45988,1,61
45989,9,15
45990,1,1
45991,53,12
45992,10,32
45993,15,1
45994,12,1
45995,20,53
45996,21,32
45997,55,41
45998,43,39
45999,17,1
46000,36,1
46001,59,1
46002,8,1
46003,42,1
46004,1,1
46005,1,65
46006,1,24
46007,8,57
46008,15,1
46009,1,1
46010,1,8
46011,33,36
46012,31,18
46013,43,45
46014,30,1
46015,1,1
46016,17,38
46017,40,1
46018,1,56
46019,18,1
46020,40,21
46021,25,1
46022,40,31
46023,19,1
46024,1,31
46025,23,1
46026,6,60
46027,10,1
46028,1,1
46029,1,30
46030,1,1
46031,1,56
46032,65,41
46033,1,1
46034,42,1
46035,31,18
46036,22,51
46037,1,55
46038,27,1
46039,37,68
46040,10,1
46041,29,35
46042,10,53
46043,37,1
46044,52,1
46045,1,8
46046,4,61
46047,51,9
46048,12,21
46049,4,1
46050,9,47
46051,16,1
46052,46,20
46053,8,1
46054,1,1
46055,31,34
46056,29,1
46057,1,1
46058,44,1
46059,39,1
46060,1,46
46061,29,23
46062,49,45
46063,45,55
46064,4,28
46065,49,1
46066,30,1
46067,38,1
46068,51,1
46069,17,1
46070,1,1
46071,47,31
46072,1,1
46073,1,1
46074,54,1
46075,1,1
46076,1,21
46077,21,24
46078,8,1
46079,1,1
46080,1,34
46081,63,27
46082,4,1
46083,1,12
46084,1,35
46085,1,1
46086,4,60
46087,39,1
46088,32,48
46089,21,1
46090,24,1
46091,4,1
46092,41,66
46093,40,1
46094,30,38
46095,1,1
46096,54,1
46097,4,25
46098,41,20
46099,39,1
46100,1,1
46101,31,30
46102,18,1
46103,14,1
46104,1,1
46105,48,1
46106,6,1
46107,24,44
46108,13,34
46109,57,1
46110,1,24
46111,12,1
46112,1,1
46113,6,1
46114,1,1
46115,46,1
46116,1,54
46117,48,44
46118,1,1
46119,12,24
46120,1,24
46121,1,1
46122,6,17
46123,17,25
46124,6,1
46125,1,1
46126,1,1
46127,1,1
46128,21,16
46129,26,8
46130,49,65
46131,46,1
46132,1,1
46133,1,57
46134,35,54
46135,56,19
46136,1,46
46137,1,1
46138,6,54
46139,4,43
46140,6,1
46141,4,1
46142,21,1
46143,30,1
46144,1,28
46145,10,1
46146,9,8
46147,25,1
46148,57,1
46149,1,25
46150,14,1
46151,10,39
46152,54,49
46153,9,1
46154,32,1
46155,56,1
46156,1,46
46157,6,1
46158,6,1
46159,54,6
46160,1,29
46161,1,1
46162,37,32
46163,1,1
46164,35,1
46165,56,1
46166,25,44
46167,1,1
46168,53,1
46169,1,55
46170,1,9
46171,1,56
46172,6,49
46173,6,1
46174,1,1
46175,26,1
46176,1,1
46177,1,30
46178,34,1
46179,8,36
46180,26,1
46181,1,48
46182,51,50
46183,36,51
46184,30,49
46185,1,31
46186,41,34
46187,33,63
46188,1,1
46189,55,20
46190,8,6
46191,14,1
46192,10,32
46193,1,1
46194,8,29
46195,6,1
46196,1,1
46197,4,1
46198,4,34
46199,51,40
46200,1,50
46201,11,31
46202,21,1
46203,36,19
46204,8,1
46205,1,1
46206,1,1
46207,1,1
46208,38,1
46209,16,47
46210,24,44
46211,8,1
46212,9,1
46213,28,1
46214,1,24
46215,1,1
46216,4,1
46217,45,1
46218,1,1
46219,34,55
46220,19,1
46221,1,1
46222,6,53
46223,56,1
46224,38,51
46225,1,54
46226,1,23
46227,49,1
46228,1,1
46229,6,20
46230,1,45
46231,50,1
46232,1,1
46233,36,1
46234,21,21
46235,6,1
46236,57,33
46237,1,1
46238,4,44
46239,10,59
46240,54,1
46241,9,1
46242,1,44
46243,42,1
46244,1,32
46245,20,1
46246,31,54
46247,60,1
46248,43,35
46249,6,41
46250,9,1
46251,18,25
46252,21,1
46253,32,14
46254,9,24
46255,23,37
46256,4,1
46257,4,45
46258,27,52
46259,27,1
46260,1,29
46261,36,1
46262,6,38
46263,1,1
46264,15,1
46265,24,1
46266,31,1
46267,56,1
46268,6,1
46269,8,1
46270,1,11
46271,18,1
46272,6,50
46273,1,55
46274,22,1
46275,11,1
46276,8,1
46277,31,1
46278,1,26
46279,8,1
46280,53,1
46281,1,40
46282,1,58
46283,30,17
46284,6,1
46285,1,54
46286,8,27
46287,1,1
46288,61,1
46289,1,58
46290,49,1
46291,1,59
46292,34,1
46293,25,1
46294,39,1
46295,27,1
46296,1,18
46297,30,65
46298,29,32
46299,22,1
46300,23,34
46301,1,47
46302,40,38
46303,1,18
46304,26,1
46305,14,1
46306,15,1
46307,1,1
46308,8,15
46309,15,1
46310,18,50
46311,1,1
46312,28,24
46313,55,1
46314,46,1
46315,14,60
46316,6,1
46317,48,1
46318,6,9
46319,6,1
46320,1,1
46321,33,50
46322,22,1
46323,1,1
46324,6,1
46325,52,1
46326,26,27
46327,1,1
46328,4,52
46329,34,1
46330,52,1
46331,17,59
46332,59,1
46333,4,1
46334,16,1
46335,1,1
46336,27,1
46337,1,9
46338,9,60
46339,10,1
46340,1,41
46341,46,36
46342,36,18
46343,17,14
46344,61,1
46345,8,1
46346,1,1
46347,23,1
46348,12,1
46349,1,1
46350,40,1
46351,1,27
46352,15,53
46353,1,1
46354,65,1
46355,6,1
46356,1,1
46357,13,30
46358,1,1
46359,58,45
46360,1,54
46361,30,1
46362,4,62
46363,35,1
46364,1,21
46365,1,22
46366,1,1
46367,10,1
46368,1,1
46369,1,14
46370,18,63
46371,4,36
46372,27,48
46373,45,52
46374,1,1
46375,1,1
46376,8,1
46377,25,18
46378,1,25
46379,1,44
46380,23,1
46381,1,1
46382,37,1
46383,1,1
46384,45,14
46385,1,61
46386,63,1
46387,22,1
46388,1,38
46389,24,1
46390,13,1
46391,25,45
46392,4,1
46393,1,1
46394,1,1
46395,22,1
46396,14,1
46397,33,1
46398,29,12
46399,46,45
46400,54,1
46401,51,1
46402,53,60
46403,65,65
46404,12,1
46405,1,1
46406,55,37
46407,1,1
46408,51,1
46409,10,1
46410,16,12
46411,8,38
46412,1,1
46413,6,53
46414,1,64
46415,1,1
46416,16,23
46417,1,38
46418,1,19
46419,62,20
46420,1,49
46421,1,18
46422,1,50
46423,1,1
46424,26,9
46425,8,1
46426,1,1
46427,1,57
46428,4,41
46429,1,1
46430,16,48
46431,8,35
46432,24,1
46433,1,37
46434,22,42
46435,1,1
46436,1,1
46437,43,1
46438,27,1
46439,54,58
46440,35,47
46441,4,1
46442,35,1
46443,55,1
46444,58,1
46445,10,26
46446,52,1
46447,57,1
46448,14,1
46449,40,63
46450,8,1
46451,12,1
46452,1,45
46453,6,1
46454,36,1
46455,17,15
46456,21,37
46457,27,25
46458,4,1
46459,1,1
46460,1,1
46461,39,44
46462,6,1
46463,1,1
46464,1,1
46465,6,1
46466,29,62
46467,53,14
46468,18,53
46469,1,1
46470,1,1
46471,24,1
46472,1,1
46473,1,1
46474,27,1
46475,33,1
46476,8,1
46477,1,1
46478,6,15
46479,1,19
46480,35,1
46481,61,10
46482,1,20
46483,21,1
46484,1,21
46485,1,1
46486,4,1
46487,14,53
46488,48,61
46489,8,1
46490,4,1
46491,33,1
46492,1,1
46493,41,33
46494,64,1
46495,1,36
46496,30,1
46497,1,1
46498,17,1
46499,65,1
46500,45,1
46501,4,44
46502,18,1
46503,58,20
46504,32,1
46505,24,28
46506,1,1
46507,6,1
46508,30,56
46509,40,1
46510,24,1
46511,22,1
46512,22,1
46513,1,15
46514,27,1
46515,31,8
46516,1,1
46517,1,1
46518,1,1
46519,9,49
46520,1,1
46521,12,45
46522,49,1
46523,65,1
46524,14,20
46525,45,1
46526,27,1
46527,39,1
46528,1,1
46529,44,8
